t,x,v,a
30.001600032000642,-0.20563287325155136,0.1491634718389786,0.6603835083233243
30.00360007200144,-0.2053332201234959,0.15048332968623698,0.6594464035404367
30.00560011200224,-0.20503092911525453,0.1518013011384506,0.6584971160800142
30.007600152003043,-0.20472600402452465,0.1531173618326744,0.6575356348609432
30.00960019200384,-0.20441844869743328,0.1544314873814956,0.6565619491157542
30.011600232004643,-0.2041082670285356,0.15574365337304055,0.6555760483931041
30.01360027200544,-0.20379546296081869,0.1570538353709588,0.6545779225602734
30.015600312006242,-0.20348004048569712,0.1583620089144412,0.6535675618056234
30.01760035200704,-0.20316200364301748,0.15966814951820174,0.6525449566410807
30.019600392007842,-0.20284135652105373,0.16097223267249586,0.6515100979045818
30.021600432008643,-0.20251810325651134,0.16227423384310435,0.6504629767625378
30.02360047200944,-0.20219224803452546,0.16357412847134023,0.6494035847122737
30.025600512010243,-0.20186379508899566,0.16487189201535113,0.6483319135925338
30.02760055201104,-0.2015327487067913,0.1661675002059825,0.647247955644473
30.029600592011843,-0.2011991132249224,0.16746092844031707,0.6461517034041916
30.03160063201264,-0.2008628930293491,0.16875215202528798,0.6450431497401564
30.033600672013442,-0.20052409255535603,0.17004114626691838,0.6439222878715458
30.035600712014244,-0.2001827162875564,0.17132788647030525,0.6427891113705544
30.03760075201504,-0.1998387687598904,0.17261234793962632,0.6416436141646642
30.039600792015843,-0.19949225455562317,0.17389450597814693,0.6404857905389052
30.04160083201664,-0.1991431783073491,0.17517433588820397,0.6393156351381235
30.043600872017443,-0.19879154469698707,0.17645181297122425,0.638133142969207
30.04560091201824,-0.19843735845578525,0.17772691252770617,0.6369383094033315
30.047600952019042,-0.19808062436431612,0.17899960985723798,0.6357311301781611
30.04960099201984,-0.1977213472524816,0.18026988025847956,0.6345116014000696
30.051601032020642,-0.1973595319995079,0.18153769902918065,0.6332797195463142
30.053601072021443,-0.19699518353394993,0.18280304146616486,0.6320354814672302
30.05560111202224,-0.1966283068336896,0.1840658828653366,0.6307788843883886
30.057601152023043,-0.19625890692593356,0.18532619852168775,0.6295099259127416
30.05960119202384,-0.19588698888721806,0.18658396372928193,0.6282286040227768
30.061601232024643,-0.1955125578434035,0.18783915378127253,0.6269349170826223
30.06360127202544,-0.19513561896967976,0.18909174396988462,0.6256288638401776
30.065601312026242,-0.19475617749056098,0.190341709586433,0.6243104434291893
30.067601352027044,-0.1943742386798901,0.19158902592130655,0.6229796553713515
30.06960139202784,-0.19398980786083694,0.19283366826397483,0.6216364995783653
30.071601432028643,-0.19360289040589615,0.19407561190299483,0.6202809763539855
30.07360147202944,-0.19321349173689192,0.1953148321259954,0.6189130863960752
30.075601512030243,-0.1928216173249726,0.19655130421969497,0.6175328307986108
30.07760155203104,-0.19242727269061607,0.19778500346988387,0.6161402110537093
30.079601592031842,-0.19203046340362437,0.19901590516144205,0.6147352290536022
30.081601632032644,-0.19163119508312842,0.2002439845783235,0.6133178870926308
30.083601672033442,-0.19122947339758609,0.20146921700356296,0.6118881878692004
30.085601712034244,-0.19082530406477985,0.2026915777192826,0.61044613448772
30.08760175203504,-0.19041869285182195,0.20391104200667642,0.6089917304605506
30.089601792035843,-0.19000964557514863,0.205127585146028,0.6075249797098994
30.09160183203664,-0.18959816810052582,0.20634118241669291,0.6060458865697389
30.093601872037443,-0.18918426634304342,0.20755180909711607,0.6045544557876681
30.09560191203824,-0.18876794626472285,0.20875944050485784,0.6030506925213589
30.097601952039042,-0.1883492138534306,0.20996405238620375,0.6015346022964075
30.099601992039844,-0.1879280751742826,0.21116562010500975,0.6000061911299287
30.101602032040642,-0.18750453635040457,0.21236411890120313,0.5984654654825522
30.103602072041443,-0.1870786035532398,0.21355952404406212,0.5969124322371957
30.10560211204224,-0.18665028300255443,0.214751810832201,0.5953470987006717
30.107602152043043,-0.18621958096643154,0.21594095459358714,0.5937694726052347
30.10960219204384,-0.185786503761277,0.21712693068552405,0.5921795621101504
30.111602232044643,-0.18535105775181362,0.21830971449466824,0.5905773758032045
30.113602272045444,-0.1849132493510863,0.21948928143701443,0.5889629227022278
30.115602312046242,-0.18447308502045984,0.220665606957902,0.5873362122565802
30.117602352047044,-0.18403057126961658,0.22183866653202117,0.585697254348609
30.11960239204784,-0.18358571465656184,0.22300843566339834,0.5840460592951179
30.121602432048643,-0.18313852178761775,0.2241748898854129,0.5823826378487742
30.12360247204944,-0.18268899931742932,0.22533800476078047,0.5807070011995381
30.125602512050243,-0.18223715394895837,0.2264977558815695,0.5790191609760298
30.12760255205104,-0.1817829924334898,0.2276541188691848,0.5773191292469197
30.129602592051842,-0.18132652157062507,0.228807069374384,0.5756069185222514
30.131602632052644,-0.180867748208288,0.2299565830772631,0.5738825417547915
30.133602672053442,-0.18040667924272227,0.23110263568726278,0.5721460123413251
30.135602712054244,-0.17994332161848903,0.2322452029431743,0.5703973441239337
30.13760275205504,-0.17947768232847247,0.23338426061312548,0.5686365513912806
30.139602792055843,-0.17900976841387345,0.23451978449459673,0.5668636488798314
30.14160283205664,-0.178539586964216,0.235651750414405,0.565078651775103
30.143602872057443,-0.17806714511734065,0.2367801342287199,0.5632815757128393
30.145602912058244,-0.17759245005941038,0.23790491182304957,0.561472436780218
