x,v,a
-0.2519789948114764,-0.17306600923612298,0.028552096211324336
-0.2523250766071353,-0.17300887070749427,0.02858524956793218
-0.25267104406100865,-0.1729516658905327,0.02861839150103126
-0.2530168970406851,-0.17289439480863805,0.028651522020474593
-0.25336263541380255,-0.17283705748520467,0.02868464113618669
-0.25370825904764327,-0.1727796539422026,0.02871774885824677
-0.2540537678049011,-0.1727221841853792,0.02875084519776005
-0.25439916155189163,-0.1726646482329064,0.028783930165186614
-0.2547444401564862,-0.17260704610821945,0.028817003770750138
-0.2550896034865983,-0.1725493778347169,0.028850066024747517
-0.25543465141017957,-0.1724916434357613,0.028883116937548536
-0.25577958379522125,-0.17243384293467875,0.02891615651959578
-0.2561244005097564,-0.1723759763547588,0.02894918478140516
-0.25646910142185514,-0.172318043719255,0.02898220173356509
-0.25681368639963015,-0.17226004505138418,0.029015207386737296
-0.2571581553112313,-0.17220198037432724,0.02904820175165614
-0.2575025080248508,-0.17214384971122826,0.02908118483912908
-0.2578467444087187,-0.17208565308519538,0.029114156660036333
-0.25819086433110494,-0.17202739051930033,0.02914711722533098
-0.258534867660321,-0.1719690620365782,0.029180066546039024
-0.2588787542647159,-0.17191066766002813,0.029213004633259196
-0.2592225240126807,-0.17185220741261256,0.029245931498163326
-0.25956617677264393,-0.17179368131725795,0.02927884715199555
-0.2599097124130763,-0.17173508939685397,0.029311751606073237
-0.2602531308024859,-0.17167643167425442,0.029344644871786292
-0.26059643180942316,-0.17161770817227634,0.0293775269605975
-0.2609396153024763,-0.1715589189137007,0.029410397884042244
-0.26128268115027337,-0.17150006392127215,0.02944325765372864
-0.26162562922148425,-0.17144114321769865,0.029476106281337597
-0.26196845938481594,-0.17138215682565228,0.029508943778622513
-0.26231117150901784,-0.17132310476776832,0.029541770157409677
-0.2626537654628765,-0.1712639870666461,0.029574585429597643
-0.262996241115221,-0.1712048037448483,0.029607389607158006
-0.2633385983349182,-0.17114555482490143,0.02964018270213466
-0.2636808369908748,-0.17108624032929573,0.029672964726644088
-0.26402295695203903,-0.17102686028048478,0.02970573569287536
-0.2643649580873967,-0.1709674147008862,0.02973849561308995
-0.2647068402659757,-0.17090790361288086,0.029771244499622124
-0.2650486033568413,-0.17084832703881372,0.029803982364878204
-0.265390247229101,-0.17078868500099295,0.02983670922133726
-0.2657317717519003,-0.17072897752169075,0.029869425081550657
-0.26607317679442455,-0.1706692046231429,0.02990212995814214
-0.2664144622259006,-0.1706093663275485,0.029934823863807837
-0.26675562791559276,-0.17054946265707083,0.029967506811316144
-0.26709667373280754,-0.17048949363383636,0.030000178813507937
-0.26743759954688884,-0.17042945927993558,0.030032839883296247
-0.2677784052272227,-0.17036935961742228,0.030065490033666528
-0.2681190906432327,-0.1703091946683143,0.030098129277675995
-0.26845965566438446,-0.17024896445459273,0.030130757628454744
-0.2688001001601817,-0.1701886689982026,0.030163375099204488
-0.2691404240001679,-0.17012830832105258,0.030195981703199308
-0.26948062705392817,-0.17006788244501478,0.03022857745378543
-0.26982070919108503,-0.17000739139192528,0.030261162364380957
-0.2701606702813031,-0.16994683518358344,0.030293736448476386
-0.2705005101942845,-0.16988621384175268,0.030326299719633895
-0.2708402287997735,-0.16982552738815967,0.030358852191487894
-0.27117982596755236,-0.16976477584449504,0.030391393877744415
-0.27151930156744325,-0.16970395923241305,0.030423924792181832
-0.27185865546930976,-0.16964307757353134,0.03045644494865019
-0.2721978875430531,-0.16958213088943164,0.030488954361071338
-0.27253699765861633,-0.16952111920165885,0.030521453043439152
-0.2728759856859803,-0.169460042531722,0.03055394100981904
-0.2732148514951679,-0.16939890090109333,0.030586418274348375
-0.2735535949562393,-0.16933769433120915,0.03061888485123612
-0.2738922159392971,-0.16927642284346903,0.030651340754762942
-0.27423071431448165,-0.16921508645923647,0.030683785999281274
-0.2745690899519733,-0.16915368519983867,0.030716220599214875
-0.2749073427219939,-0.16909221908656616,0.030748644569059534
-0.27524547249480275,-0.1690306881406735,0.03078105792338212
-0.27558347914070125,-0.16896909238337854,0.030813460676821416
-0.27592136253002836,-0.16890743183586318,0.03084585284408711
-0.2762591225331651,-0.16884570651927258,0.030878234439960968
-0.2765967590205305,-0.1687839164547158,0.030910605479295666
-0.27693427186258346,-0.16872206166326564,0.030942965977015336
-0.2772716609298245,-0.16866014216595818,0.030975315948115673
-0.2776089260927914,-0.16859815798379363,0.03100765540766326
-0.27794606722206433,-0.16853610913773537,0.031039984370796102
-0.27828308418826064,-0.1684739956487109,0.03107230285272334
-0.27861997686204004,-0.16841181753761095,0.031104610868725385
-0.2789567451141002,-0.1683495748252902,0.031136908434153645
-0.2792933888151785,-0.16828726753256698,0.031169195564430346
-0.2796299078360541,-0.16822489568022303,0.031201472275049272
-0.2799663020475434,-0.16816245928900406,0.031233738581574626
-0.2803025713205051,-0.16809995837961908,0.03126599449964203
-0.28063871552583525,-0.16803739297274117,0.03129824004495761
-0.2809747345344721,-0.16797476308900663,0.0313304752332985
-0.2813106282173912,-0.16791206874901585,0.03136270008051265
-0.28164639644561057,-0.16784930997333242,0.03139491460251875
-0.28198203909018593,-0.16778648678248395,0.031427118815306104
-0.28231755602221303,-0.1677235991969617,0.03145931273493463
-0.282652947112829,-0.16766064723722018,0.03149149637753525
-0.28298821223320864,-0.1675976309236781,0.031523669759308925
-0.28332335125456864,-0.16753455027671735,0.0315558328965275
-0.28365836404816336,-0.16747140531668386,0.03158798580553318
-0.2839932504852892,-0.16740819606388688,0.03162012850273853
-0.2843280104372805,-0.1673449225385995,0.03165226100462669
-0.2846626437755117,-0.16728158476105864,0.03168438332775081
-0.28499715037139856,-0.16721818275146438,0.0317164954887346
-0.2853315300963943,-0.16715471652998104,0.03174859750427186
-0.28566578282199434,-0.167091186116736,0.03178068939112669
-0.28599990841973155,-0.1670275915318209,0.031812771166133014
-0.286333906761181,-0.16696393279529045,0.031844842846195286
-0.2866677777179556,-0.16690020992716342,0.0318769044482877
-0.28700152116170835,-0.16683642294742226,0.031908955989454264
-0.28733513696413354,-0.16677257187601266,0.03194099748680938
-0.28766862499696316,-0.1667086567328445,0.031973028957536814
-0.28800198513197106,-0.16664467753779078,0.032005050418890596
-0.28833521724096883,-0.16658063431068867,0.03203706188819422
-0.28866832119581,-0.16651652707133852,0.03206906338284089
-0.2890012968683856,-0.16645235583950477,0.03210105492029363
-0.2893341441306289,-0.1663881206349151,0.03213303651808499
-0.28966686285451115,-0.16632382147726116,0.0321650081938171
-0.2899994529120433,-0.16625945838619827,0.03219696996516136
-0.29033191417527804,-0.16619503138134503,0.03222892184985889
-0.29066424651630535,-0.16613054048228418,0.03226086386571999
-0.2909964498072575,-0.16606598570856165,0.03229279603062444
-0.291328523920304,-0.1660013670796875,0.0323247183625211
-0.29166046872765683,-0.16593668461513497,0.032356630879428326
-0.29199228410156564,-0.16587193833434127,0.03238853359943329
-0.2923239699143202,-0.16580712825670732,0.0324204265406923
-0.2926555260382517,-0.16574225440159734,0.03245230972143097
-0.29298695234572864,-0.1656773167883396,0.03248418315994358
-0.2933182487091619,-0.16561231543622568,0.032516046874593536
-0.2936494150009998,-0.16554725036451112,0.032547900883812854
-0.29398045109373255,-0.16548212159241485,0.03257974520610257
-0.29431135685988874,-0.1654169291391196,0.03261157986003243
-0.2946421321720365,-0.1653516730237719,0.03264340486424059
-0.2949727769027856,-0.16528635326548152,0.03267522023743427
-0.29530329092478336,-0.16522096988332238,0.0327070259983888
-0.2956336741107191,-0.16515552289633156,0.03273882216594819
-0.2959639263333197,-0.16509001232351028,0.03277060875902483
-0.29629404746535404,-0.16502443818382295,0.0328023857965995
-0.2966240373796286,-0.1649588004961981,0.032834153297721214
-0.296953895948992,-0.16489309927952742,0.03286591128150732
-0.2972836230463309,-0.16482733455266665,0.032897659767143254
-0.29761321854457157,-0.16476150633443515,0.032929398773882505
-0.2979426823166821,-0.16469561464361562,0.03296112832104671
-0.2982720142356678,-0.16462965949895483,0.03299284842802539
-0.29860121417457636,-0.16456364091916278,0.033024559114276104
-0.29893028200649274,-0.1644975589229136,0.033056260399323904
-0.2992592176045441,-0.16443141352884455,0.03308795230276206
-0.2995880208418957,-0.16436520475555697,0.03311963484425134
-0.2999166915917525,-0.16429893262161577,0.03315130804351989
-0.30024522972736106,-0.16423259714554928,0.03318297192036401
-0.30057363512200547,-0.1641661983458498,0.03321462649464684
-0.3009019076490118,-0.164099736240973,0.03324627178629957
-0.3012300471817438,-0.16403321084933847,0.033277907815320196
-0.30155805359360704,-0.16396662218932914,0.033309534601774514
-0.3018859267580455,-0.16389997027929193,0.03334115216579517
-0.30221366654854265,-0.16383325513753733,0.03337276052758203
-0.3025412728386237,-0.16376647678233922,0.0334043597074022
-0.3028687455018513,-0.16369963523193554,0.03343594972558952
-0.30319608441183016,-0.16363273050452742,0.03346753060254515
-0.30352328944220247,-0.1635657626182802,0.03349910235873672
-0.30385036046665265,-0.16349873159132233,0.03353066501469895
-0.3041772973589024,-0.16343163744174638,0.033562218591033074
-0.3045040999927158,-0.16336448018760813,0.033593763108407254
-0.30483076824189476,-0.16329725984692733,0.0336252985875558
-0.3051573019802811,-0.16322997643768747,0.03365682504927994
-0.30548370108175815,-0.16316262997783526,0.03368834251444704
-0.30580996542024674,-0.16309522048528158,0.03371985100399086
-0.3061360948697098,-0.16302774797790043,0.03375135053891173
-0.3064620893041477,-0.16296021247353001,0.033782841140275764
-0.30678794859760306,-0.16289261398997168,0.03381432282921556
-0.30711367262415634,-0.16282495254499083,0.03384579562692941
-0.3074392612579281,-0.16275722815631644,0.03387725955468187
-0.30776471437308006,-0.16268944084164083,0.03390871463380324
-0.3080900318438118,-0.16262159061862044,0.03394016088568967
-0.3084152135443648,-0.16255367750487495,0.0339715983318033
-0.308740259349018,-0.16248570151798808,0.034003026993671304
-0.30906516913209264,-0.16241766267550678,0.03403444689288716
-0.3093899427679478,-0.16234956099494197,0.03406585805110941
-0.30971458013098246,-0.1622813964937683,0.034097260490062085
-0.31003908109563727,-0.16221316918942363,0.03412865423153466
-0.31036344553639006,-0.16214487909931005,0.034160039297381865
-0.3106876733277611,-0.1620765262407927,0.03419141570952364
-0.31101176434430783,-0.16200811063120096,0.03422278348994483
-0.31133571846063013,-0.16193963228782735,0.03425414266069551
-0.3116595355513651,-0.16187109122792853,0.03428549324389053
-0.311983215491192,-0.1618024874687243,0.03431683526170999
-0.3123067581548284,-0.16173382102739853,0.03434816873639829
-0.31263016341703126,-0.1616650919210987,0.034379493690264634
-0.3129534311525994,-0.16159630016693563,0.03441081014568313
-0.313276561236369,-0.16152744578198425,0.03444211812509211
-0.31359955354321833,-0.1614585287832826,0.03447341765099442
-0.31392240794806325,-0.161389549187833,0.03450470874595729
-0.3142451243258616,-0.1613205070126008,0.03453599143261242
-0.3145677025516094,-0.16125140227451545,0.0345672657336553
-0.31489014250034236,-0.16118223499047007,0.034598531671845824
-0.31521244404713783,-0.16111300517732097,0.034629789270007885
-0.31553460706711056,-0.1610437128518887,0.03466103855102907
-0.3158566314354174,-0.16097435803095697,0.034692279537861206
-0.3161785170272529,-0.16090494073127354,0.03472351225351953
-0.3165002637178534,-0.16083546096954945,0.034754736721083326
-0.3168218713824935,-0.1607659187624597,0.03478595296369499
-0.31714333989648763,-0.16069631412664295,0.03481716100456075
-0.31746466913519156,-0.16062664707870117,0.03484836086695005
-0.3177858589739988,-0.16055691763520044,0.03487955257419593
-0.31810690928834473,-0.16048712581267005,0.03491073614969446
-0.31842781995370234,-0.1604172716276034,0.034941911616904874
-0.3187485908455868,-0.16034735509645706,0.0349730789993496
-0.3190692218395506,-0.16027737623565178,0.035004238320613563
-0.3193897128111885,-0.1602073350615714,0.035035389604345185
-0.3197100636361332,-0.16013723159056384,0.03506653287425536
-0.32003027419005725,-0.16006706583894068,0.0350976681541177
-0.32035034434867476,-0.15999683782297675,0.035128795467768495
-0.3206702739877373,-0.15992654755891103,0.0351599148391062
-0.3209900629830385,-0.15985619506294574,0.035191026292092184
-0.3213097112104096,-0.15978578035124713,0.03522212985074978
-0.3216292185457238,-0.15971530343994467,0.035253225539165
